word1	word2	word1(sense)	word2(sense)	POS	mean	sd	type
가겟집	전시	가겟집001	전시011	명사	3.52	1.22	하위어
가겟집	전한	가겟집001	전한006	명사	3.57	1.33	하위어
가격	고가	가격003	고가012	명사	3.87	1.28	하위어
가격	곡가	가격003	곡가001	명사	3.78	1.17	하위어
가격	귀가	가격003	귀가002	명사	3.53	1.15	하위어
가격	균일가	가격003	균일가001	명사	3.84	1.12	하위어
가격	낙찰가	가격003	낙찰가001	명사	3.77	1.12	하위어
가격	단가	가격003	단가002	명사	3.65	1.28	하위어
가격	담뱃값	가격003	담뱃값001	명사	3.71	1.22	하위어
가격	도매가	가격003	도매가001	명사	4.04	1.07	하위어
가격	도매가격	가격003	도매가격001	명사	4.13	1	하위어
가격	도매금	가격003	도매금001	명사	3.65	1.31	하위어
가격	도맷값	가격003	도맷값001	명사	3.88	1.09	하위어
가격	매매가격	가격003	매매가격001	명사	3.85	1.12	하위어
가격	발행가	가격003	발행가001	명사	3.8	1.14	하위어
가격	발행가격	가격003	발행가격001	명사	3.89	1.03	하위어
가격	분양가	가격003	분양가001	명사	3.71	1.25	하위어
가격	상한가	가격003	상한가001	명사	3.76	1.13	하위어
가격	생산가	가격003	생산가001	명사	4.01	1.12	하위어
가격	생산가격	가격003	생산가격001	명사	4.04	1.09	하위어
가격	생산자가격	가격003	생산자가격001	명사	3.83	1.21	하위어
가격	생산자가격	가격003	생산자가격002	명사	3.97	1.12	하위어
가격	소매가	가격003	소매가001	명사	3.87	1.09	하위어
가격	소매가격	가격003	소매가격001	명사	4.03	1.07	하위어
가격	소비자가격	가격003	소비자가격001	명사	4.01	1.16	하위어
가격	소비자가격	가격003	소비자가격002	명사	3.98	1.1	하위어
가격	시가	가격003	시가004	명사	3.95	1.1	하위어
가격	시장가격	가격003	시장가격001	명사	3.93	1.05	하위어
가격	시장시세	가격003	시장시세001	명사	3.82	1.05	하위어
가격	액면	가격003	액면006	명사	3.79	1.15	하위어
가격	액면가	가격003	액면가001	명사	3.85	1.11	하위어
가격	액면가격	가격003	액면가격001	명사	3.93	1.07	하위어
가격	옷값	가격003	옷값001	명사	3.81	1.19	하위어
가격	원가	가격003	원가005	명사	3.79	1.25	하위어
가격	의자	가격003	의자002	명사	3.49	1.3	하위어
가격	입찰가	가격003	입찰가001	명사	3.82	1.19	하위어
가격	적정가	가격003	적정가001	명사	3.78	1.17	하위어
가격	적정가격	가격003	적정가격001	명사	3.83	1.16	하위어
가격	정상가격	가격003	정상가격001	명사	3.97	1.08	하위어
가격	제값	가격003	제값001	명사	3.38	1.27	하위어
가격	종가	가격003	종가003	명사	3.87	1.12	하위어
가격	주가	가격003	주가005	명사	3.4	1.31	하위어
가격	주식가격	가격003	주식가격001	명사	3.82	1.24	하위어
가격	중저가	가격003	중저가001	명사	3.85	1.17	하위어
가격	표가	가격003	표가001	명사	3.8	1.06	하위어
가격	하한가	가격003	하한가001	명사	3.91	1.12	하위어
가격	현실가격	가격003	현실가격001	명사	3.71	1.18	하위어
가결	다수가결	가결001	다수가결001	명사	3.96	1.03	하위어
가경	경승	가경005	경승001	명사	3.29	1.2	하위어
가경	명구승지	가경005	명구승지001	명사	3.56	1.16	하위어
가경	명승	가경005	명승002	명사	3.39	1.17	하위어
가경	명승지	가경005	명승지001	명사	3.22	1.3	하위어
가경	묘경	가경005	묘경001	명사	3.6	1.15	하위어
가경	절승지	가경005	절승지001	명사	3.28	1.17	하위어
가곡	농	가곡001	농006	명사	3.8	1.12	하위어
가곡	두거	가곡001	두거001	명사	3.86	1.15	하위어
가곡	언롱	가곡001	언롱001	명사	3.81	1.16	하위어
가곡	엇	가곡001	엇002	명사	3.77	1.18	하위어
가곡	이삭대엽	가곡001	이삭대엽001	명사	3.56	1.18	하위어
가곡	마왕	가곡002	마왕003	명사	3.87	1.21	하위어
가곡	보리수	가곡002	보리수005	명사	3.82	1.16	하위어
가곡	아리	가곡002	아리004	명사	3.71	1.12	하위어
가곡	아리아	가곡002	아리아002	명사	3.75	1.07	하위어
가공	금속가공	가공001	금속가공001	명사	3.88	1.09	하위어
가공	도금	가공001	도금002	명사	3.54	1.26	하위어
가공	무두질	가공001	무두질001	명사	3.53	1.19	하위어
가공	유제	가공001	유제007	명사	3.58	1.2	하위어
가공	임가공	가공001	임가공001	명사	3.88	1.05	하위어
가공	탁마	가공001	탁마001	명사	3.58	1.27	하위어
가공식품	훈퇴	가공식품001	훈퇴001	명사	3.68	1.16	하위어
가공업체	가공무역	가공업체001	가공무역001	명사	3.18	1.32	하위어
가공업체	가공식품	가공업체001	가공식품001	명사	3.26	1.38	하위어
가공지	색상지	가공지001	색상지001	명사	3.54	1.23	하위어
가공지	인화지	가공지001	인화지001	명사	3.73	1.15	하위어
가공품	화공품	가공품001	화공품001	명사	3.62	1.14	하위어
가구	걸상	가구007	걸상002	명사	3.93	1.11	하위어
가구	고가구	가구007	고가구001	명사	3.88	1.16	하위어
가구	광상	가구007	광상001	명사	3.56	1.12	하위어
가구	농짝	가구007	농짝002	명사	3.82	1.12	하위어
가구	반닫이	가구007	반닫이001	명사	3.71	1.18	하위어
가구	와상	가구007	와상002	명사	3.22	1.35	하위어
가구	와탑	가구007	와탑001	명사	3.29	1.28	하위어
가구	장	가구007	장054	명사	3.86	1.05	하위어
가구	책걸상	가구007	책걸상001	명사	4.09	0.92	하위어
가구	침상	가구007	침상006	명사	3.76	1.21	하위어
가구	탁자	가구007	탁자001	명사	4.16	0.92	하위어
가구	테이블	가구007	테이블001	명사	3.94	1.09	하위어
가금류	가안	가금류001	가안001	명사	3.73	1.13	하위어
가금류	거위	가금류001	거위001	명사	3.88	1.1	하위어
가금류	닭	가금류001	닭001	명사	3.96	1.05	하위어
가금류	당거위	가금류001	당거위001	명사	3.64	1.23	하위어
가금류	당안	가금류001	당안001	명사	3.78	1.1	하위어
가금류	백아	가금류001	백아001	명사	3.81	1.06	하위어
가금류	서안	가금류001	서안005	명사	3.84	1.08	하위어
가금류	아조	가금류001	아조008	명사	3.66	1.28	하위어
가금류	오리	가금류001	오리004	명사	3.9	1.18	하위어
가기	갈려가기	가기001	갈려가기001	명사	3.66	1.14	하위어
가기	반진행	가기001	반진행001	명사	3.66	1.12	하위어
가기	반행	가기001	반행001	명사	3.48	1.29	하위어
가기	사행	가기001	사행011	명사	3.6	1.2	하위어
가기	역진행	가기001	역진행002	명사	3.35	1.23	하위어
가난	구차	가난001	구차003	명사	3.17	1.24	하위어
가난	궁상	가난001	궁상004	명사	3	1.33	하위어
가난	궁색	가난001	궁색002	명사	3.31	1.24	하위어
가난	궁태	가난001	궁태001	명사	3.2	1.2	하위어
가난	궁핍	가난001	궁핍001	명사	3.37	1.3	하위어
가난	극빈	가난001	극빈001	명사	3.39	1.33	하위어
가난	삼순구식	가난001	삼순구식001	명사	3.27	1.27	하위어
가난	영세	가난001	영세005	명사	3.12	1.23	하위어
가난	청빈	가난001	청빈002	명사	3.03	1.29	하위어
가난	한미	가난001	한미001	명사	3.52	1.15	하위어
가난	호구	가난001	호구007	명사	2.96	1.34	하위어
가도	강구	가도009	강구007	명사	3.55	1.14	하위어
가동	재가동	가동008	재가동001	명사	3.72	1.13	하위어
가락	격조	가락007	격조001	명사	2.99	1.36	하위어
가락	고정관념	가락007	고정관념003	명사	3.37	1.25	하위어
가락	고정악상	가락007	고정악상001	명사	3.57	1.23	하위어
가락	고조	가락007	고조018	명사	3.18	1.24	하위어
가락	민요조	가락007	민요조001	명사	3.67	1.11	하위어
가락	별지	가락007	별지001	명사	3.68	1.16	하위어
가락	율	가락007	율006	명사	3.61	1.1	하위어
가락	음률	가락007	음률001	명사	3.35	1.2	하위어
가락	저조	가락007	저조002	명사	3.28	1.16	하위어
가락	주조음	가락007	주조음001	명사	3.72	1.04	하위어
가락지	금지환	가락지001	금지환001	명사	3.29	1.22	하위어
가랑비	몽우	가랑비001	몽우001	명사	3.92	1.04	하위어
가랑비	무우	가랑비001	무우005	명사	3.74	1.13	하위어
가랑비	보슬비	가랑비001	보슬비001	명사	3.12	1.32	하위어
가랑비	안개비	가랑비001	안개비001	명사	3.06	1.32	하위어
가래	각담	가래008	각담002	명사	3.54	1.25	하위어
가래	객담	가래008	객담002	명사	3.03	1.21	하위어
가래	적담	가래008	적담001	명사	3.48	1.21	하위어
가루	가성석회	가루001	가성석회001	명사	3.66	1.19	하위어
가루	거설	가루001	거설001	명사	3.74	1.13	하위어
가루	계말	가루001	계말002	명사	3.8	1.14	하위어
가루	계핏가루	가루001	계핏가루001	명사	3.83	1.11	하위어
가루	고물	가루001	고물001	명사	3.4	1.21	하위어
가루	고춧가루	가루001	고춧가루001	명사	3.77	1.33	하위어
가루	골분	가루001	골분001	명사	3.46	1.25	하위어
가루	골분	가루001	골분002	명사	3.59	1.15	하위어
가루	광가루	가루001	광가루001	명사	3.85	1.02	하위어
가루	광분	가루001	광분006	명사	3.82	1.11	하위어
가루	그을음	가루001	그을음001	명사	2.84	1.32	하위어
가루	글음	가루001	글음001	명사	3.22	1.38	하위어
가루	금속분	가루001	금속분001	명사	3.71	1.14	하위어
가루	꽃가루	가루001	꽃가루001	명사	3.91	0.94	하위어
가루	녹말	가루001	녹말001	명사	3.35	1.4	하위어
가루	녹말가루	가루001	녹말가루001	명사	3.77	1.12	하위어
가루	눈가루	가루001	눈가루001	명사	3.59	1.1	하위어
가루	돌가루	가루001	돌가루001	명사	3.92	0.98	하위어
가루	마전가루	가루001	마전가루001	명사	3.8	1.1	하위어
가루	멥쌀가루	가루001	멥쌀가루001	명사	4.01	0.97	하위어
가루	목설	가루001	목설002	명사	3.64	1.17	하위어
가루	백자말	가루001	백자말001	명사	3.69	1.17	하위어
가루	백회	가루001	백회001	명사	3.74	1.2	하위어
가루	분가루	가루001	분가루001	명사	3.9	1.14	하위어
가루	분시	가루001	분시002	명사	3.73	1.2	하위어
가루	분회	가루001	분회002	명사	3.72	1.05	하위어
가루	빵가루	가루001	빵가루001	명사	3.87	1.07	하위어
가루	뼛가루	가루001	뼛가루001	명사	3.77	1.27	하위어
가루	삭은석회	가루001	삭은석회001	명사	3.68	1.18	하위어
가루	석회	가루001	석회002	명사	3.61	1.07	하위어
가루	소맥분	가루001	소맥분001	명사	3.87	1.08	하위어
가루	소석회	가루001	소석회001	명사	3.52	1.16	하위어
가루	수산화석회	가루001	수산화석회001	명사	3.51	1.25	하위어
가루	수산화칼슘	가루001	수산화칼슘001	명사	3.69	1.16	하위어
가루	수화석회	가루001	수화석회001	명사	3.8	1.21	하위어
가루	앙금	가루001	앙금001	명사	3.22	1.18	하위어
가루	어분	가루001	어분001	명사	3.58	1.26	하위어
가루	연매	가루001	연매001	명사	3.8	1.19	하위어
가루	연매	가루001	연매002	명사	3.68	1.22	하위어
가루	연재	가루001	연재002	명사	3.7	1.19	하위어
가루	염화석회	가루001	염화석회001	명사	3.72	1.17	하위어
가루	예분	가루001	예분001	명사	3.79	1.11	하위어
가루	육분	가루001	육분001	명사	3.79	1.13	하위어
가루	일산화납	가루001	일산화납001	명사	3.39	1.26	하위어
가루	잣가루	가루001	잣가루001	명사	3.85	1.1	하위어
가루	재	가루001	재001	명사	3.64	1.1	하위어
가루	철매	가루001	철매001	명사	3.48	1.14	하위어
가루	칼크	가루001	칼크001	명사	3.37	1.25	하위어
가루	클로르석회	가루001	클로르석회001	명사	3.78	1.18	하위어
가루	클로르칼크	가루001	클로르칼크001	명사	3.64	1.13	하위어
가루	탄가루	가루001	탄가루001	명사	3.84	1	하위어
가루	탄말	가루001	탄말001	명사	3.73	1.08	하위어
가루	탄분	가루001	탄분001	명사	3.75	1.25	하위어
가루	톱밥	가루001	톱밥001	명사	3.15	1.33	하위어
가루	파우더	가루001	파우더001	명사	3.39	1.28	하위어
가루	패분	가루001	패분002	명사	3.83	1.07	하위어
가루	표백분	가루001	표백분001	명사	3.58	1.19	하위어
가루	호초말	가루001	호초말001	명사	3.8	1.15	하위어
가루	회	가루001	회011	명사	3.32	1.23	하위어
가루받이	방임수분	가루받이001	방임수분001	명사	3.66	1.21	하위어
가루붙이	분식	가루붙이002	분식005	명사	3.05	1.31	하위어
가루약	단방가루약	가루약001	단방가루약001	명사	3.73	1.14	하위어
가루약	위산	가루약001	위산001	명사	3.31	1.22	하위어
가르침	가스펠	가르침001	가스펠001	명사	3.68	1.14	하위어
가르침	강	가르침001	강020	명사	3.64	1.21	하위어
가르침	강론	가르침001	강론002	명사	3.48	1.2	하위어
가르침	경세	가르침001	경세005	명사	3.31	1.18	하위어
가르침	계시	가르침001	계시007	명사	3.03	1.3	하위어
가르침	교법	가르침001	교법003	명사	3.58	1.1	하위어
가르침	교수	가르침001	교수007	명사	3.72	1.24	하위어
가르침	교시	가르침001	교시004	명사	3.67	1.11	하위어
가르침	교시	가르침001	교시005	명사	3.27	1.24	하위어
가르침	교의	가르침001	교의006	명사	3.19	1.34	하위어
가르침	교정	가르침001	교정007	명사	3.63	1.14	하위어
가르침	교화	가르침001	교화002	명사	3.23	1.29	하위어
가르침	법도	가르침001	법도004	명사	3.6	1.28	하위어
가르침	복음	가르침001	복음003	명사	3.16	1.33	하위어
가르침	불도	가르침001	불도002	명사	3.27	1.3	하위어
가르침	사물	가르침001	사물004	명사	3.57	1.24	하위어
가르침	삼교	가르침001	삼교003	명사	3.58	1.24	하위어
가르침	성교	가르침001	성교006	명사	3.6	1.21	하위어
가르침	시교	가르침001	시교001	명사	3.56	1.18	하위어
가르침	시훈	가르침001	시훈001	명사	3.67	1.21	하위어
가르침	예교	가르침001	예교002	명사	3.48	1.23	하위어
가르침	이교	가르침001	이교009	명사	3.72	1.13	하위어
가르침	이교	가르침001	이교010	명사	3.74	1.11	하위어
가르침	일도	가르침001	일도008	명사	3.68	1.12	하위어
가르침	코치	가르침001	코치001	명사	3.25	1.31	하위어
가르침	해탈도	가르침001	해탈도001	명사	3.78	1.15	하위어
가르침	화교	가르침001	화교001	명사	3.72	1.2	하위어
가르침	환성	가르침001	환성003	명사	3.67	1.17	하위어
가르침	회유	가르침001	회유004	명사	3.65	1.15	하위어
가르침	훈련	가르침001	훈련002	명사	3.43	1.21	하위어
가르침	훈시	가르침001	훈시002	명사	3.44	1.18	하위어
가마	노	가마002	노016	명사	3.42	1.17	하위어
가마	탄요	가마002	탄요001	명사	3.61	1.16	하위어
가마	가마니때기	가마004	가마니때기001	명사	3.43	1.11	하위어
가마	가마때기	가마004	가마때기001	명사	3.53	1.19	하위어
가마	쌀가마	가마004	쌀가마001	명사	3.87	1.05	하위어
가마	쌀가마니	가마004	쌀가마니001	명사	3.88	1.07	하위어
가마	교자	가마006	교자010	명사	3.49	1.11	하위어
가마	꽃가마	가마006	꽃가마001	명사	3.91	1.18	하위어
가마	난가	가마006	난가004	명사	3.86	1.11	하위어
가마	난로	가마006	난로004	명사	3.64	1.24	하위어
가마	난여	가마006	난여001	명사	3.75	1.12	하위어
가마	난차	가마006	난차001	명사	3.76	1.12	하위어
가마	남여	가마006	남여002	명사	3.61	1.24	하위어
가마	대련	가마006	대련003	명사	3.67	1.23	하위어
가마	덩	가마006	덩001	명사	3	1.24	하위어
가마	보교	가마006	보교001	명사	3.51	1.27	하위어
가마	봉련	가마006	봉련001	명사	3.66	1.18	하위어
가마	사인교	가마006	사인교001	명사	3.2	1.25	하위어
가마	여가	가마006	여가004	명사	3.78	1.16	하위어
가마	연	가마006	연020	명사	2.82	1.33	하위어
가마	옥가	가마006	옥가001	명사	3.27	1.25	하위어
가마	옥련	가마006	옥련001	명사	3.28	1.27	하위어
가마	팔인교	가마006	팔인교001	명사	3.46	1.15	하위어
가마	평교자	가마006	평교자002	명사	3.36	1.23	하위어
가마니	가마니때기	가마니001	가마니때기001	명사	3.33	1.25	하위어
가마니	가마때기	가마니001	가마때기001	명사	3.6	1.18	하위어
가마솥	소금가마	가마솥001	소금가마001	명사	3.33	1.15	하위어
가마솥	염부	가마솥001	염부004	명사	2.88	1.21	하위어
가마솥	염분	가마솥001	염분004	명사	2.98	1.28	하위어
가마솥	염창	가마솥001	염창003	명사	2.87	1.18	하위어
가면극	들놀음	가면극001	들놀음001	명사	3.61	1.16	하위어
가면극	야외희	가면극001	야외희001	명사	3.84	1.13	하위어
가면극	야유	가면극001	야유005	명사	3.77	1.24	하위어
가면극	오광대	가면극001	오광대001	명사	3.76	1.05	하위어
가면극	오광대놀이	가면극001	오광대놀이001	명사	3.66	1.04	하위어
가면무	봉산탈놀이	가면무001	봉산탈놀이001	명사	3.84	1.17	하위어
가면무	봉산탈춤	가면무001	봉산탈춤001	명사	3.95	1.04	하위어
가면무	처용무	가면무001	처용무001	명사	3.56	1.16	하위어
가면무	처용희	가면무001	처용희001	명사	3.75	1.15	하위어
가문	명가	가문001	명가001	명사	3.71	1.18	하위어
가문	명문	가문001	명문002	명사	3.63	1.22	하위어
가문	명문가	가문001	명문가002	명사	3.79	1.17	하위어
가문	명벌	가문001	명벌001	명사	3.33	1.23	하위어
가문	무문	가문001	무문001	명사	3.76	1.2	하위어
가문	일문	가문001	일문003	명사	3.55	1.16	하위어
가문	호가	가문001	호가008	명사	3.26	1.24	하위어
가물	불가물	가물001	불가물001	명사	3.78	1.06	하위어
가뭄	대한	가뭄001	대한002	명사	3.91	1.03	하위어
가뭄	장한	가뭄001	장한003	명사	3.26	1.19	하위어
가발	떠구지머리	가발002	떠구지머리001	명사	3.77	1.1	하위어
가발	큰머리	가발002	큰머리001	명사	2.84	1.35	하위어
가방	백	가방001	백012	명사	3.44	1.22	하위어
가방	손가방	가방001	손가방001	명사	4	1.06	하위어
가방	숄더백	가방001	숄더백001	명사	3.87	1.03	하위어
가방	책가방	가방001	책가방001	명사	4.2	0.92	하위어
가방	트렁크	가방001	트렁크001	명사	3.58	1.21	하위어
가봉	가료	가봉001	가료001	명사	3.31	1.14	하위어
가봉	겸료	가봉001	겸료001	명사	3.58	1.18	하위어
가부	가타부타	가부001	가타부타001	명사	3.25	1.24	하위어
가부	시	가부001	시011	명사	3.26	1.34	하위어
가사	리프레인	가사011	리프레인002	명사	3.71	1.09	하위어
가사	후념	가사011	후념004	명사	3.79	1.06	하위어
가사	후렴	가사011	후렴004	명사	3.62	1.19	하위어
가속기	가속페달	가속기001	가속페달001	명사	3.76	1.08	하위어
가솔린	나프타	가솔린001	나프타002	명사	3.55	1.28	하위어
가솔린	나프타기름	가솔린001	나프타기름001	명사	3.67	1.11	하위어
가솔린	석뇌유	가솔린001	석뇌유001	명사	3.75	1.11	하위어
가솔린	석정	가솔린001	석정003	명사	3.73	1.15	하위어
가수	메조소프라노	가수015	메조소프라노001	명사	3.79	1.11	하위어
가수	명창	가수015	명창002	명사	3.64	1.21	하위어
가수	버금막청	가수015	버금막청001	명사	3.64	1.15	하위어
가수	성악가	가수015	성악가001	명사	3.88	1.22	하위어
가수	여성고음	가수015	여성고음001	명사	3.2	1.35	하위어
가수	여성저음	가수015	여성저음001	명사	3.37	1.25	하위어
가수	여성중음	가수015	여성중음001	명사	3.35	1.28	하위어
가수	위청	가수015	위청001	명사	3.46	1.25	하위어
가수	중고음	가수015	중고음001	명사	3.24	1.29	하위어
가수	차고음	가수015	차고음001	명사	3.4	1.23	하위어
가수	차중음	가수015	차중음001	명사	3.31	1.24	하위어
가수	콘트랄토	가수015	콘트랄토001	명사	3.54	1.21	하위어
가수	테너	가수015	테너001	명사	3.78	1.18	하위어
가스	가연성가스	가스001	가연성가스002	명사	3.87	1.12	하위어
가스	독가스	가스001	독가스001	명사	3.95	1.1	하위어
가스	무수아류산	가스001	무수아류산001	명사	3.6	1.17	하위어
가스	무수아황산	가스001	무수아황산001	명사	3.59	1.1	하위어
가스	배기가스	가스001	배기가스001	명사	3.99	1.07	하위어
가스	아황산가스	가스001	아황산가스001	명사	3.97	1.02	하위어
가스	아황산무수물	가스001	아황산무수물001	명사	3.69	1.11	하위어
가스	아황산와사	가스001	아황산와사001	명사	3.79	1.1	하위어
가스	압축가스	가스001	압축가스001	명사	3.96	1.02	하위어
가스	유독가스	가스001	유독가스001	명사	4.01	1.07	하위어
가스	이산화유황	가스001	이산화유황001	명사	3.58	1.21	하위어
가스	이산화황	가스001	이산화황001	명사	3.55	1.24	하위어
가스	프레온가스	가스001	프레온가스001	명사	3.99	1.06	하위어
가스	연료가스	가스002	연료가스001	명사	3.91	1.06	하위어
가스	방기	가스004	방기005	명사	3.36	1.24	하위어
가스	애기	가스004	애기012	명사	3.55	1.19	하위어
가스	애기	가스004	애기013	명사	3.58	1.21	하위어
가스펠	누가복음	가스펠002	누가복음001	명사	3.61	1.21	하위어
가스펠	마가복음	가스펠002	마가복음001	명사	3.64	1.17	하위어
가스펠	마태복음	가스펠002	마태복음001	명사	3.63	1.16	하위어
가스펠	요한복음	가스펠002	요한복음001	명사	3.43	1.23	하위어
가슴	앞가슴	가슴001	앞가슴001	명사	3.88	0.99	하위어
가슴	젖가슴	가슴001	젖가슴001	명사	3.76	1.09	하위어
가슴	품	가슴001	품003	명사	3.05	1.34	하위어
가슴	흉곽	가슴001	흉곽001	명사	3.55	1.09	하위어
가슴	맨가슴	가슴006	맨가슴001	명사	3.61	1.12	하위어
가슴근	대흉근	가슴근001	대흉근001	명사	3.83	1.06	하위어
가슴근	소흉근	가슴근001	소흉근001	명사	3.76	1.15	하위어
가슴근	작은가슴근	가슴근001	작은가슴근001	명사	3.85	1.11	하위어
가슴근	큰가슴근	가슴근001	큰가슴근001	명사	3.84	1.16	하위어
가슴근	큰가슴살	가슴근001	큰가슴살001	명사	3.66	1.1	하위어
가슴속	흉억	가슴속001	흉억001	명사	3.47	1.05	하위어
가승	세지	가승006	세지004	명사	3.29	1.21	하위어
가승	씨보	가승006	씨보001	명사	3.38	1.2	하위어
가승	족보	가승006	족보002	명사	3.25	1.18	하위어
가시	잔가시	가시005	잔가시001	명사	3.77	1.1	하위어
가식	각색	가식001	각색004	명사	3.55	1.2	하위어
가식	문식	가식001	문식001	명사	3.29	1.22	하위어
가식	문식	가식001	문식002	명사	3.52	1.18	하위어
가식	변장	가식001	변장002	명사	3.45	1.21	하위어
가식	분식	가식001	분식006	명사	3.48	1.17	하위어
가식	와위	가식001	와위002	명사	3.48	1.23	하위어
가식	위식	가식001	위식002	명사	3.51	1.16	하위어
가식	장찬	가식001	장찬003	명사	3.6	1.18	하위어
가식	허식	가식001	허식002	명사	3.58	1.22	하위어
가식	헛치레	가식001	헛치레001	명사	3.48	1.13	하위어
가식	분식	가식003	분식007	명사	3.06	1.2	하위어
가식	작위	가식003	작위001	명사	3.25	1.08	하위어
가신	삼신	가신007	삼신004	명사	3.45	1.2	하위어
가신	성주신	가신007	성주신001	명사	3.36	1.25	하위어
가신	수문신	가신007	수문신001	명사	3.74	1.2	하위어
가신	수문장대감	가신007	수문장대감001	명사	3.51	1.12	하위어
가신	업신	가신007	업신002	명사	3.59	1.15	하위어
가신	조상신	가신007	조상신001	명사	3.68	1.18	하위어
가신	조왕신	가신007	조왕신001	명사	3.5	1.24	하위어
가신	측신	가신007	측신001	명사	3.67	1.18	하위어
가열기	전기로	가열기001	전기로001	명사	3.74	1.18	하위어
가열기	전로	가열기001	전로006	명사	3.6	1.12	하위어
가열기	히터	가열기001	히터001	명사	3.58	1.17	하위어
가오리	공어	가오리001	공어004	명사	3.77	1.12	하위어
가오리	노랑가오리	가오리001	노랑가오리001	명사	4.02	1.07	하위어
가오리	딱장가오리	가오리001	딱장가오리001	명사	3.76	1.16	하위어
가오리	살홍어	가오리001	살홍어001	명사	3.93	1.1	하위어
가오리	상양어	가오리001	상양어001	명사	3.64	1.21	하위어
가오리	석려	가오리001	석려002	명사	3.82	1.14	하위어
가오리	시끈가오리	가오리001	시끈가오리001	명사	3.99	1.04	하위어
가오리	쟁개비	가오리001	쟁개비003	명사	3.49	1.1	하위어
가오리	전기가오리	가오리001	전기가오리001	명사	3.81	1.14	하위어
가오리	해계어	가오리001	해계어001	명사	3.63	1.29	하위어
가오리	홍어	가오리001	홍어001	명사	3.48	1.14	하위어
가오리	황홍	가오리001	황홍001	명사	3.9	1.02	하위어
가옥신	문신	가옥신001	문신003	명사	3.63	1.21	하위어
가옥신	삼신	가옥신001	삼신004	명사	3.52	1.2	하위어
가옥신	조상신	가옥신001	조상신001	명사	3.42	1.14	하위어
가옥신	조왕신	가옥신001	조왕신001	명사	3.62	1.12	하위어
가옥신	터주신	가옥신001	터주신001	명사	3.6	1.24	하위어
가요	속요	가요004	속요001	명사	3.61	1.15	하위어
가요	악가	가요004	악가002	명사	3.66	1.16	하위어
가위	전지가위	가위001	전지가위001	명사	3.77	1.11	하위어
가을	가을철	가을001	가을철001	명사	3.43	1.24	하위어
가을	금추	가을001	금추001	명사	3.71	1.11	하위어
가을	늦가을	가을001	늦가을001	명사	3.99	1.11	하위어
가을	만추	가을001	만추001	명사	3.89	1.09	하위어
가을	신추	가을001	신추001	명사	3.25	1.2	하위어
가을	올가을	가을001	올가을001	명사	3.66	1.13	하위어
가을	첫가을	가을001	첫가을001	명사	3.77	1.1	하위어
가을	초가을	가을001	초가을001	명사	3.82	1.04	하위어
가을	초추	가을001	초추001	명사	3.5	1.13	하위어
